Elemento,Descripcion,Link,Banco
Zig Zag,"Beneficio
40% de descuento en toda la tienda online. Para acceder al beneficio ingresando como código de descuento los 6 primeros dígitos de tu tarjeta de crédito o débito Itaú al finalizar la compra.
Descripción
Editorial Zig-Zag, con más de 115 años de vida, se ha consolidado como la editorial nacional más importante de nuestro país, dejando huella en la historia y cultura de Chile. A través de la continua publicación de libros y recursos educativos impacta positivamente en el desarrollo de nuestros niños y jóvenes, enfundándoles desde temprana edad el goce por la lectura.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye RappiCard By Itaú. No acumulable con otras promociones. Descuento no aplica en costos de envío. Descuento valido son el sitio web https://tienda.zigzag.cl/",https://itaubeneficios.cl/de-compras/zig-zag/,Banco Itau
Caramel,"Beneficio
15% de descuento en el total de la compra en la página web. Descuento válido ingresando como cupón de descuento ITAUCARAMEL pagando con tus tarjetas de crédito o débito Itaú al finalizar tu compra en la web
Descripción
Chocolateria chilena con más de 40 sabores de bombones, gran variedad de tabletas, figuras rellenas y productos bañados. Ocupamos materia prima de primer nivel importada de Alemania, Bélgica, Francia y Turquía. No utilizamos preservante ni saborizantes artificiales.
Restricciones
El descuento no es acumulable con otras promociones u ofertas o descuentos. Solamente válido en compra por medio del sitio web https://www.caramel.cl/, no de manera presencial en tienda física o aplicaciones. Descuento no valido para costos de despacho. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú.",https://itaubeneficios.cl/de-compras/caramel/,Banco Itau
Chile Lentes,"Beneficio
15% de descuento en el total de la compra en tienda online. Para acceder a este beneficio debes ingresar los 6 primeros dígitos de tu tarjeta Itaú en la casilla código de descuento.
Descripción
Primera óptica Online de Chile. Desde 2014 se dedican a ofrecer la mayor variedad del mercado en un único punto de venta, además de asesoría durante la compra y envío gratuito a todo Chile. Podrás comprar tanto lentes de sol como ópticos, sin la necesidad de acudir a una sucursal física para concretar tu compra.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye Rappi Card By Itaú. No acumulable con otras promociones. Descuento no aplica en costos de envío.",https://itaubeneficios.cl/de-compras/chilelentes/,Banco Itau
Atakama Outdoor,"Beneficio
$10.000 en compras sobre $60.000 a través del sitio web en tienda online , para acceder al beneficio debes ingresar como código de descuento ATAKAMAITAU antes de  finalizar tu compra.
Descripción
La Luma N°1283, Vitacura.
Los horarios de atención son de Lunes a Jueves de 9 a 18:00hrs y los Viernes de 09:00 a 15:00 horas.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Descuento no acumulable con otras promociones y/o descuentos, fechas Cyber, ni costos de despacho.
.",https://itaubeneficios.cl/de-compras/atakama-outdoor/,Banco Itau
Cafeteros Chile,"Beneficio
Obtén 10% de descuento adicional en toda la tienda online Para acceder al beneficio, ingresar el código cupón CAFETEROSITAU al finalizar la compra.
Descripción
Comercio online de venta, importación, distribución de café y accesorios derivados.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye Rappi Card By Itaú. Descuentos no acumulables con otras promociones.",https://itaubeneficios.cl/de-compras/cafeteros-chile/,Banco Itau
Dactic,"Beneficio
20% de descuento en compras realizadas de la tienda online. Para acceder a este beneficio debes ingresar el código de descuento ITAU-DACTIC. Beneficio exclusivo pagando con tus tarjetas de crédito y débito Itaú.
Descripción
Dactic es una completa línea de material didáctico y juguetes educativos que tiene como finalidad satisfacer las necesidades de exploración y curiosidad de cada niño.
www.dactic.cl
Restricciones
Aplicable sólo en compras online en base a precios lista publicados en productos con stock. No acumulable con otras ofertas, cupones y/o promociones, ni en fechas de eventos CYBER, BLACK FRIDAY o similares. Descuento no aplicable en el costo de envío. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONASNATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye tarjeta Rappi Card By Itaú.",https://itaubeneficios.cl/de-compras/dactic/,Banco Itau
Pet&Go,"Beneficio
Obtén 10% de descuento en accesorios, juguetes y premios para mascotas. Beneficio exclusivo pagando con tus tarjetas de crédito y débito Itaú de manera presencial.
Descripción
Pet&Go tienda especializada en mascotas, accesorios y alimentos, con asesoría por médicos veterinarios estamos ubicados en mall parque Arauco, Mall Arauco Maipú, Mall Plaza Los Dominicos y Mall Plaza Oeste.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. No aplica a medicamentos y alimentos. No acumulable con otras promociones.
Descuento aplica solo de manera presencial.",https://itaubeneficios.cl/de-compras/petgo/,Banco Itau
Cava Morandé,"Beneficio
40% de descuento  a través de la tienda online . Para hacer válido este beneficio, debes ingresar como cupón de descuento BENEFICIOITAU antes de finalizar el pago y pagar con tus tarjetas de crédito y débito Itaú.
Descripción
Tienda Online de MORANDE WINE GROUP reúne marcas de vinos consolidadas como Morandé, 7Colores Vistamar, Mancura, y la bodega argentina Zorzal.
Restricciones
No acumulable con otras promociones. Excluye marca zorzal, house y blanc de noir. El descuento no incluye costo de despacho. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye RappiCard By Itaú.",https://itaubeneficios.cl/de-compras/cava-morande/,Banco Itau
Eshopex,"Beneficio
Obtén un 20% de descuento en trasporte aéreo.
Descuento presencial pagando con las tarjetas en la sucursal. Para descuento web ingresa los primeros 6 dígitos de las tarjetas.
Revisa más información en Tienda Online
Para acceder al beneficio, deberás seguir los siguientes pasos:
– Regístrate en eShopex ACÁ
– El cliente debe registrarse en la landing de lo contrario el beneficio NO será válido.
– El cliente cuando compre en USA y su producto llegue a Chile y llegue el momento que realice el pago de manera online, deberá seleccionar el beneficio “Itaú” y listo, se le va a aplicar el descuento asociado a flete aéreo.
Descripción
La empresa Eshopex ofrece servicios de Cross Border e-commerce con más de 10 años de experiencia en soluciones logística de manejo de carga internacional, entrega soluciones de importación y exportación de productos y documentos. Además ofrecen el servicio de Casillas en Miami, Encargo de productos y Envíos Internacionales.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Descuentos no acumulables con otras promociones. Los descuentos no aplican en tasas e impuestos de internación ni manejo de aduana. Los descuentos sólo aplican para envíos con retiro en sucursal.",https://itaubeneficios.cl/de-compras/eshopex/,Banco Itau
Siegen,"Beneficio
20% de descuento en el total de la compra en tienda online. Para acceder a este beneficio debes ingresar como código de descuento BENEFICIOITAU en la sección de cupones
Descripción
Inspirada en las necesidades del hombre y la mujer de hoy.
Restricciones
No acumulable con otras promociones. Descuento válido sólo para ventas Online. Descuento no aplica en costos de envío. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú.",https://itaubeneficios.cl/de-compras/siegen/,Banco Itau
Newscience,"Beneficio
25% de descuento en todo el sitio web y se excluye toda la línea de pastas Himalaya. Para acceder al beneficio ingresando como código de descuento los 6 primeros dígitos de tus tarjetas de crédito o débito Itaú al finalizar la compra.
Descripción
Suplementos nutricionales 100% naturales, respaldados por la ciencia, buscando los mejores ingredientes y procesos que aseguren una mejor absorción y asimilación.
Horario atención 10:00 a 17:00 horas, solo venta en el sitio web http://www.newscience.cl/.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. Se excluye toda la línea de pastas Himalaya. Descuento exclusivo solo a través del sitio web https://newscience.cl/. No acumulable con otras promociones o descuentos. Descuento no aplica en categoría Outlet.
 ",https://itaubeneficios.cl/de-compras/newscience/,Banco Itau
Yoyotea,"Beneficio
Obtén 20% descuento en todo el sitio web. Para acceder al beneficio ingresando como código de descuento BENEFICIOITAU al finalizar la compra.
Descripción
Yoyo Tea, es una marca chilena de té, infusiones y hierbas naturales. La mayor parte de nuestros insumos provienen de comunidades recolectoras de la zona centro-sur de Chile. Ofrecemos una carta con más de 23 sabores diferentes para elegir entre ellos, blends de té negro, té chai, té rojo con hibisco y berries, té verde, rooibos, matcha e infinitas hierbas para diferentes beneficios naturales.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. Descuento válido solo en nuestra página web www.yoyotea.cl. No es acumulable con otras promociones. No aplica sobre otro descuento activo en la web. No incluye despacho gratis.",https://itaubeneficios.cl/de-compras/yoyotea/,Banco Itau
Made In Marruecos,"Beneficio
Obtén 20% de descuento todos los martes en el total de la compra en tienda online.
Para acceder a este beneficio debes ingresar el código BENEFICIOITAU en la sección de cupones al finalizar la compra.
No acumulable con otras promociones.
Por compras desde $150.000 obtén despacho gratis a varias regiones de Chile.
Descripción
Made in Marruecos trae lo mejor de Marruecos a Chile. Cada pieza refleja la pasión y el talento de los artesanos marroquíes.
Desde elegantes alfombras, hasta magníficos cojines, mantas, puffs de cuero, teteras, cosmética marroquí y más.
Tienda online, envíos a todo Chile.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú.
Válido solo a través del sitio web https://www.madeinmarruecos.cl/. No acumulable con otras promociones.",https://itaubeneficios.cl/de-compras/made-in-marruecos/,Banco Itau
Getaway Box,"Beneficio
Obtén 10% de descuento en el total de tu compra ingresando a la tienda online. Para hacer válido este beneficio debes pagar e ingresar como cupón de pago los 6 primeros dígitos de tu tarjeta de crédito y de débito de Banco ITAU.
Descripción
¡Getaway Box reúne en una caja las mejores experiencias para regalar a lo largo de Chile! Sorprende con un regalo increíble, quien regala elige la categoría y quien recibe elige la actividad que quiere disfrutar con 2 años de vigencia. Puedes regalar experiencias online para disfrutar hoy en casa, o bien, puedes regalar alguna experiencia presencial y la podrán disfrutar más adelante. Tú eliges el formato de envío: Físico o digital (email)
Restricciones
No acumulable con otras ofertas y promociones. Descuento no incluye Packs. El descuento no incluye costo de despacho. El descuento no incluye Experiencias únicas y gift card, EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye Rappi Card By Itaú.",https://itaubeneficios.cl/de-compras/getaway-box-2/,Banco Itau
Liberte Chocolat,"Beneficio
Obtén 20% de descuento a través de la tienda online.
Para acceder al beneficio ingresando como código de descuento BENEFICIOITAU al finalizar la compra.
Descripción
Nacimos con el sueño que al probar nuestros chocolates y productos hagas una pausa en tu ajetreado día y te transportes mediante el sabor y el placer a un momento de disfrute, goce y relajo. Queremos que te regales un “Momento Liberté”. Somos una chocolatería artesanal creada en el año 2015. Elaboramos nuestros productos mezclando lo mejor de dos continentes: el chocolate belga reconocido por su excelente elaboración, en conjunto con cacaos y productos de américa de la mejor calidad.
Restricciones
No aplica sobre descuento y promociones. No incluye despacho. Descuento exclusivo solo a través del sitio web https://www.liberte.cl/. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye Rappi Card By Itaú.",https://itaubeneficios.cl/de-compras/liberte-chocolat/,Banco Itau
Hande Nail Studio,"Beneficio
30% de descuento solo los sábado.
20% de descuento de lunes a viernes. En servicios de Manicure, Pedicure, Pestañas, Cejas y depilación.
Para acceder al beneficio presencial debes mencionar  que pagas con tus tarjetas de crédito o débito Itaú.
Descripción
Hände es un salón enfocado en destacar lo mas bonito de ti, para que te sientas increíble todos los días. Ofrecemos servicios de Manicure, Pedicure, Pestañas, Cejas y depilación.
Nuestros horarios son: Lunes a Viernes de 10:00 a 19:00 hrs. Sábados desde las 10:00hrs hasta las 16:00 hrs
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. Descuento valido para servicios sobre $10.000. No acumulable con beneficios de empresa",https://itaubeneficios.cl/belleza-y-salud/hande-nail-studio/,Banco Itau
Clínica los Abedules,"Beneficio
Obtén 30% de descuento prestaciones dentales: Odontología general, Ortodoncia, Endodoncia, Odontopediatría, Periodoncia, TTM, Cirugía Bucal, Cirugía Maxilofacial, Implantología y Rehabilitación Oral.
Obtén 20% de descuento prestaciones de estética facial. Diagnóstico sin costo en todas las especialidades.
Para acceder al beneficio debes mencionar que pagas con tus tarjetas de crédito o débito Itaú. El paciente debe asistir a una evaluación presencial, al momento de ingresarse, debe solicitar el descuento en la recepción. Se realizará un diagnóstico, y al momento de entregar el presupuesto, aparecerá el beneficio.
Descripción
Clínica de estética facial y dental
Ubicada en Camino Central 2063, Lo Barnechea
Horario de atención de lunes a viernes desde las 09:00 hasta las 19:00 horas.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. No se le aplica descuento a los laboratorios ni insumos odontológicos.",https://itaubeneficios.cl/belleza-y-salud/clinica-los-abedules/,Banco Itau
Farmex,"Beneficio
Obtén 10% de descuento a través de toda la página web. Para acceder al beneficio debes ingresar como código de descuento ITAU10 y pagar con tus tarjetas de crédito o débito Itaú.
Obtén 15% de descuento en Vitaminas y Test. Descuentos validos solo a través de la página web. Para acceder al beneficio debes ingresar como código de descuento ITAU15 y pagar con tus tarjetas de crédito o débito Itaú.
Descripción
Farmex.cl es la primera farmacia online independiente en Chile, puedes comprar tus medicamentos las 24 horas, los 7 días de la semana en nuestro sitio Farmex.cl, hablar con nuestro químico farmacéutico, comprar tus tratamientos con receta y elegir despacho a domicilio a todo el país.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye Rappi Card By Itaú. Descuento no acumulable con otras promociones y/o descuentos. Descuento no aplica en costo de despacho. Descuento válido solo a través de la webEl 10% de descuento, aplica en todo Farmex, menos productos superiores a $99.990.",https://itaubeneficios.cl/belleza-y-salud/farmex/,Banco Itau
Clínica Alma Medical,"Beneficio
20% de descuento en precios normales en depilación laser. Para acceder al beneficio de manera presencial pagando con tus tarjetas de crédito y débito Itaú.
Descripción
Centro médico dedicado a la depilación medica laser, tratamientos corporales y faciales.
Mall patio las terrazas, Constitución N°664, local 317, Chillán
Lunes a viernes de 09:00 -18:30 horas.
Sábados 09:9 – 14:00 horas.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. Aplica solo en depilación laser. No acumulable con otros descuentos y/o promociones.",https://itaubeneficios.cl/belleza-y-salud/clinica-alma-medical/,Banco Itau
Clínica Dental Cumbre,"Beneficio
Obtén 60% de descuento en todos los tratamientos dentales, con excepción de los costos de laboratorio y/o insumos. Diagnóstico, consultas e interconsultas sin costo. Pide tu hora con tu Ejecutiva preferencial Ana María Bori al +56984407014 o con el Gerente de Ventas Christian Conley al +56996196159. Beneficio exclusivo pagando con tus tarjetas de crédito y débito banco Itaú.
Descripción
Clínica dental Cumbre es una de las Clínicas más grandes y modernas en Chile. Los profesionales están especializados para enfrentar desafíos odontológicos actuales. Contamos con más de 9 sucursales en 7 regiones del país y ofrecemos descuentos por convenios y planes dentales.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. No acumulable con otras promociones y/o planes dentales. Descuento no aplica a costo de laboratorio.",https://itaubeneficios.cl/belleza-y-salud/clinica-dental-cumbre/,Banco Itau
AC Odontología,"Beneficio
50% de descuentos en todos los tratamientos odontológicos. Evaluación y estudio radiográfico inicial sin costo. (No incluye: costos de laboratorio dental o externos, CEREC e Imagenología Buco Maxilofacial).
La promoción aplica al momento de pagar con tus tarjetas del Banco Itaú directamente en el local.
No acumulables con otras promociones.
Descripción
Somos una Clínica especialista en tratamientos de Implantología Oral, Diseño Digital de Sonrisa y Ortodoncia con alineadores transparentes (Invisalign), contamos la dedicación y experiencia de profesionales de vasta y reconocida trayectoria, en un ambiente cálido y moderno con la más alta tecnología.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Descuentos no acumulables con otras promociones.
El beneficio no incluye: costos de laboratorio dental o externos, CEREC e Imagenología Buco Maxilofacial).
La promoción aplica al momento de pagar con tus tarjetas del Banco Itaú directamente en el local.
No acumulables con otras promociones.",https://itaubeneficios.cl/belleza-y-salud/ac-odontologia-2/,Banco Itau
Clínica KNS,"Beneficio
Obtén un 20% de descuento en el arancel particular para todas las sesiones de kinesiología realizadas en Clínica KNS Ñuñoa pagando con tus tarjetas del Banco Itaú. Recibirás atención personalizada de un kinesiólogo o kinesióloga durante aproximadamente 50 minutos. Nuestras especialidades incluyen kinesiología musculoesquelética, deportiva, neurología en adultos, cardiovascular, maxilofacial y atención a adultos mayores. Además, puedes acceder a un 20% de descuento en el arancel particular de consultas con médicos especialistas en Traumatología y Ortopedia. Para acceder a este beneficio, es importante que al momento de pagar indiques que utilizarás una tarjeta del Banco Itaú y completes el pago con dicha tarjeta.
Descripción
En Clínica KNS te sentirás como en casa, y recibirás la mejor atención personalizada, especializada y cálida. En KNS tenemos más de 6 años de experiencia cuidando la salud de las personas.
Estamos ubicados en Av. Chile España 342, Ñuñoa, y atendemos de lunes a viernes de 07:40 a 21:00 horas.
Contamos con profesionales de la Kinesiología de diversas especialidades, y te esperamos con café de grano, té, agua y algunos snacks, todo sin ningún costo, solo para hacerte sentir bien.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Válido únicamente para sesiones de kinesiología y consultas médicas realizadas en las instalaciones de Clínica KNS Ñuñoa. El descuento no aplica a otras prestaciones de salud, no es acumulable con otros descuentos o beneficios, y no tiene límite en la cantidad de sesiones.",https://itaubeneficios.cl/belleza-y-salud/clinica-kns/,Banco Itau
Figurella,"Beneficio
Obtén 30% de descuento sobre el precio de lista en todos los planes. Beneficio exclusivo pagando con tus tarjetas tarjeta de crédito y débito banco Itaú.
Descuento aplica para las 6 sucursales:
Vitacura: Juan XXIII 6370, Vitacura Costanera: Andrés
Bello 2829, Las Condes Colón: Colón 4951, Las Condes
Tabancura: Tabancura 1498, Vitacura Chicureo: Av.
Chamisero 10.290, Chicureo Huérfanos: Huérfanos 835,
Santiago Las Perdices 2990, local 17 Peñalolén Las
Pelargonias 842, local 101 Concón, V Región
Descripción
Figurella, método de modelación corporal italiano diseñado para mujeres de todas las edades que busquen rediseñar su figura de manera natural y sin efecto rebote. Gracias a sus 3 pasos, Ejercicios en Cápsula Térmica, Oxigenoterapia y presoterapia logramos reducir centímetros de contornos, tonificar, eliminar adiposidad y reducir celulitis. Resultados garantizados por escrito.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye Rappi Card By Itaú. Descuentos no acumulables con otras promociones.",https://itaubeneficios.cl/belleza-y-salud/figurella/,Banco Itau
Le Moustache Barber Shop,"Beneficio
Obtén 25% de descuento en cortes de cabello y/o barba en cualquiera de nuestras 2 sucursales ubicadas en Ñuñoa y Las Condes. Para acceder al beneficio mencionando que pagas con tu tarjeta de crédito o débito Itaú.
Descripción
Le Moustache es una barbería clásica que se encuentra en las comunas de Ñuñoa y Las Condes para ofrecer servicios de alta calidad en cortes de cabello y barbas.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye Rappi Card By Itaú. Beneficio solo aplicable para los días miércoles. No acumulable con otras promociones.",https://itaubeneficios.cl/belleza-y-salud/le-moustache-barber-shop/,Banco Itau
